	iYLI649_ID	iYLI649_Name	iYali_ID	iYali_Name	iYli21_ID	iYli21_Name
4054	EX_hdca_LPAREN_e_RPAREN_	Hexadecanoate n C160 exchange				
4055					R1949	dTTP nucleotidohydrolase
4056					R931	sulfite transport
4057					R1162	H+ diffusion
4058			y001577	2-methylbutanal exchange		
4059	EX_o2_LPAREN_e_RPAREN_	O2 exchange				
4060					R1194	L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde
4061					R1270	NMN transport
4062					R1741	PI 4,5-P2 phospholipase C
4063					R1507	2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)
4064					R321	geranylgeranyltranstransferase
4065			y001583	2-methylpropanal transport		
4066					R919	pyruvate transport
4067					R1766	lysoPE acyltransferase, lipid particle
4068					R1404	enoyl-ACP reductase (hexanoyl-ACP)
4069					R111	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane
4070	PStv_SC	phosphatidylserine vacuolar transport yeast specific				
4071					R1761	lysoPA phosphatase, vacuolar membrane
4072					R122	adenylate kinase
4073			y000170	aldehyde dehydrogenase (2-phenylethanol, NAD)		
4074					R1663	ATP transport, cytoplasm-Golgi membrane
4075					R2133	Ceramide-2 (Phytosphingosine:n-C26:0) transport
4076					R2100	3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase
4077					R1884	long-chain alcohol oxidase (C16)
4078	GLUt2r	L glutamate transport via proton symport reversible				
4079					R813	acetate transport
4080					R1359	water diffusion
4081					R1617	hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle
4082					R1822	inositolphosphotransferase
4083					R2112	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)
4084					R1462	fatty-acid--CoA ligase (lignoceric acid), cell envelope
4085	LYSt2m	Lysine mitochondrial transport via proton symport				
4086					R93	acetylglutamate kinase
4087					R472	IPS phospholipase C
4088					R2096	3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase
4089					R1745	PI 3-P phosphatase
4090	DOLPt2er	dolichol phosphate endoplasmic reticular transport via proton symport				
4091					R814	adenine transport
4092					R877	L-glutamate transport
4093					R1414	B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA)
4094					R2068	3-aminopropanal:NAD+ oxidoreductase
4095					R1895	extracellular tributyrin hydrolysis
4096					R2050	phosphatidylcholine transport
4097					R1022	ATP transport
4098	TYRTAi	tyrosine transaminase irreversible				
4099					R908	octadecanoate (n-C18:0) transport
4100					R2234	fatty acyl ACP mitochondrial transport
4101					R192	carnitine O-acetyltransferase
4102			y000072	4-methyl-2-oxopentanoate decarboxylase		
4103	CHLt2	choline transport via proton symport				
4104					R1444	myristate exchange
4105	GLYt2r	glycine reversible transport via proton symport				
4106	DHPSm	dihydropteroate synthase mitochondrial				
4107					R1200	L-arabinoase transport
4108	EX_sbt_D_LPAREN_e_RPAREN_	D Sorbitol exchange				
4109					R1431	trans-2-enoyl-CoA reductase (n-C22:0CoA)
4110					R1575	malonyl-CoA transport, cytoplasm-ER membrane
4111					R630	phosphatidylserine decarboxylase
4112					R183	C-4 methyl sterol oxidase
4113					R383	heme O monooxygenase
4114					R1293	PAP uniport
4115					R1313	reduced thioredoxin transport
4116					R1572	palmitoleate transport, cytoplasm-ER membrane
4117	ALAt2r	L alanine reversible transport via proton symport				
4118					R1587	H2O transport, cytoplasm-ER membrane
4119					R2075	(R)-Methylmalonyl-CoA CoA-carbonylmutase
4120	PL_gps	PL gps				
4121					R530	lysophosphatidylcholine acyltransferase
4122	ACACT1m	acetyl CoA C acetyltransferase mitochondrial				
4123					R1555	2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA)
4124	MIP2CS226_SC	mannose inositol P 2 ceramide synthase ceramide 2 24C yeast specific				
4125					R525	leukotriene A4 hydrolase
4126					R888	L-leucine transport, vacuoluar
4127					R1878	linoleoyl-CoA transport, cytoplasm-ER membrane
4128					R631	phosphatidylserine decarboxylase
4129					R267	dihydroceramidase
4130					R1830	IPC synthase
4131					R1278	O2 transport
4132			y001575	2-methyl-1-butanol transport		
4133					R1983	2-Deoxy-D-Ribose exchange
4134					R1872	fatty-acid--CoA ligase (octadecadienoate), peroxisome
4135	DURIt2	deoxyuridine transport in via proton symport				
4136	EX_ocdcya_LPAREN_e_RPAREN_	octadecynoate n C182 exchange				
4137					R1605	AMP transport, cytoplasm-ER membrane
4138	DADPtn	DADP nuclear transport				
4139					R1601	CMP transport, cytoplasm-ER membrane
4140					R2125	Sphinganine transport
4141					R2277	D-Limonene transport
4142	LEUDH	2-Oxoisovalerate dehydrogenase				
4143					R66	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase
4144					R2281	(S)3-methyl-2-oxopentanoate
4145					R821	AMP/ATP transporter
4146					R1367	xanthosine transport
4147	GDPt3g	GDP Golgi transport via proton anitport				
4148					R1425	B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA)
4149					R24	2-methylcitrate dehydratase
4150					R1484	peroxisomal acyl-CoA thioesterase (6:0)
4151					R976	4-hydroxy-2-oxoglutarate transport
4152					R1190	isoamyl acetate exchange
4153					R19	2-hexaprenyl-6-methoxyphenol monooxygenase
4154					R2015	D-gluconate transport via diffusion
4155					R2205	glycine:oxygen oxidoreductase;Aminoacetic acid:oxygen oxidoreductase
4156					R427	IPS phospholipase C
4157					R1218	L-isoleucine transport
4158					R2037	Gly-Pro transport via proton antiport
4159					R234	cis-prenyltransferase step 18
4160					R1297	phosphate transport
4161					R269	dihydroceramidase
4162					R2024	Propanoate:CoA ligase (AMP-forming)
4163	ARAB_Dt	D arabinose reversible transport				
4164	GLYCLm	glycine cleavage system mitochondrial				
4165					R496	itaconate-CoA ligase (ADP-forming)
4166					R1259	MIPC transport
4167			y002002	phenylacetaldehyde transport		
4168					R1476	fatty acyl-CoA transport via ABC system (C20:0)
4169					R906	NAD transport
4170					R1158	H+ diffusion
4171	OCDCEAt	Octadecenoate n C181 transport in via uniport				
4172					R831	citrate transport
4173	FADFMNtm	FADFMN antiport				
4174					R1408	elongase II (3-oxooctadecanoyl-CoA)
4175	THYMt3r	thymine reversible transport via proton antiport				
4176					R1079	dATP deamination
4177					R2091	Glyceron phosphate transport
4178	EX_hca_LPAREN_e_RPAREN_	Hexadecanoate n C60 exchange YL				
4179					R835	CTP transport
4180					R445	IPS phospholipase C
4181					R1736	PS phospholipase B
4182					R1979	(S)-3-Hydroxybutanoyl-CoA oxidoreductase
4183	4ABZtm	4 Aminobenzoate mitochondrial transport via diffusion				
4184	DCDPtn	dCDP nuclear transport				
4185	CATp	catalase A peroxisomal				
4186					R1707	triglyceride transport, ER membrane-cytoplasm
4187					R1932	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)
4188					R406	hydroxyacylglutathione hydrolase
4189	RNDR2n	ribonucleoside diphosphate reductase GDP nuclear				
4190	LEUTRSm	leucyl tRNA synthetase mitochondrial				
4191					R1637	hexacosanoyl-CoA transport, lipid particle-cytoplasm
4192					R826	ceramide-2' (sphinganine:n-C24:0OH) transport
4193	ILEt2r	L isoleucine reversible transport via proton symport				
4194					R1986	Salicin exchange
4195					R1262	MIPC transport
4196					R973	4-aminobenzoate transport
4197	MANt2	D mannose transport in via proton symport				
4198	PSERSm_SC	phosphatidylserine synthase yeast specific mitochondrial				
4199					R2064	4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase
4200					R2089	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
4201					R1642	phosphate transport, cytoplasm-cell envelope
4202					R991	5-formyltetrahydrofolic acid exchange
4203					R2058	glyoxylate/hydroxypyruvate reductase
4204					R777	UDP-glucose:ergosterol glucosyltransferase
4205					R1334	sulphite exchange
4206	ADNt2	adenosine transport in via proton symport				
4207					R629	phosphatidylserine decarboxylase
4208					R2176	L-Citrulline:L-aspartate ligase (AMP-forming)
4209					R302	ferrochelatase
4210					R395	homoacontinate hydratase
4211					R233	cis-prenyltransferase step 17
4212	ABUTDm	Aminobutyraldehyde dehydrogenase mitochondrial				
4213	DUMPtn	dUMP nuclear transport				
4214					R1589	coenzyme A transport, cytoplasm-ER membrane
4215	PINOS_SC	phosphatidylinositol synthase yeast specific				
4216	HDCAt	Hexadecanoate n C160 transport in via uniport				
4217					R1183	IPC transport
4218					R1993	D-glucosamine transport via diffusion
4219					R2215	gamma_Amino_gamma_cyanobutanoate transport
4220					R345	glycerol dehydrogenase (NADP-dependent)
4221					R1469	fatty-acid--CoA ligase (cerotic acid), lipid particle
4222					R84	acetyl-CoA C-acyltransferase (lauroyl-CoA)
4223					R1626	glycerol 3-phosphate transport, cytoplasm-lipid particle
4224	FAO161p_even	Fatty acid oxidation				
4225					R1969	3-methyl-2-oxopentanoate dehydrogenase
4226	EX_ocdca_LPAREN_e_RPAREN_	octadecanoate n C180 exchange				
4227	EX_h2o_LPAREN_e_RPAREN_	H2O exchange				
4228					R1826	IPC synthase
4229					R1434	palmitoyl-CoA desaturase (n-C16:0CoA - n-C16:1CoA), ER membrane
4230					R1055	coenzyme A transport
4231					R582	nicotinate-nucleotide diphosphorylase (carboxylating)
4232					R2168	acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase
4233					R455	IPS phospholipase C
4234					R1718	phosphatidylinositol-4-phosphate 5-kinase
4235	ETOHtm	ethanol transport to mitochondria diffusion				
4236					R1967	EXC_OUT_m1824
4237	MANNANter	mannan endoplasmic reticulum transport via diffusion				
4238					R1692	zymosteryl palmitoleate transport, ER membrane-cell envelope
4239					R1796	phosphatidate transport, ER membrane-Golgi membrane
4240					R2033	Ala-Gly transport via proton antiport
4241	ATPtm_H	ADPATP transporter mitochondrial				
4242	FOLD3m	dihydropteroate synthase mitochondrial				
4243					R510	L-lactaldehyde:NADP+ 1-oxidoreductase
4244	CITtcp	citrateisocitrate antiport into peroxisome				
4245	ASPt2n	aspartate nuclear transport via proton symport				
4246					R1117	decanoate (n-C10:0) transport, cytoplasm-peroxisome
4247	TYRTAp	tyrosine transaminase peroxisomal				
4248					R517	lactaldehyde dehydrogenase
4249					R894	L-serine transport
4250	L_LACDm	L Lactate dehydrogenase mitochondrial				
4251					R870	L-aspartate transport
4252					R1667	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane
4253					R1209	L-glucitol exchange
4254					R871	L-aspartate transport
4255					R1064	D-erythrose 4-phosphate transport
4256					R1613	ergosterol transport, cytoplasm-ER membrane
4257					R295	farnesyltranstransferase
4258					R1684	fecosteryl palmitoleate transport, ER membrane-lipid particle
4259					R1559	episteryl ester hydrolase (16:1), lipid particle
4260					R1599	CTP transport, cytoplasm-ER membrane
4261					R2014	D-gluconate exchange
4262					R515	L-threonine deaminase
4263					R1357	valine transport
4264					R2036	Gly-Pro exchange
4265					R1929	dUTP:cytidine 5'-phosphotransferase
4266					R904	NAD transport
4267					R588	nucleoside diphosphatase
4268	ACCOACr	acetyl CoA carboxylase reversible reaction				
4269					R859	glycogen vacuolar 'transport' via autophagy
4270					R681	guanosine phosphorylase
4271					R1027	bicarbonate formation
4272					R305	ferrocytochrome-c:oxygen oxidoreductase
4273					R1479	fatty acyl-CoA transport via ABC system (C26:0)
4274	FAS240_L	fatty acid synthase n C240 lumped reaction				
4275					R1816	inositolphosphotransferase
4276					R1996	Acetoacetate transport
4277					R1522	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)
4278	GCC2cm	glycine cleavage complex lipoamide mitochondrial				
4279					R892	L-phenylalanine transport
4280	VALt2r	L valine reversible transport via proton symport				
4281					R458	IPS phospholipase C
4282					R373	GPI-anchor assembly, step 6
4283					R1363	water diffusion
4284					R2106	UDP-N-Acetyl-D-glucosamine:dolichyl-phosphate N-Acetyl-D-glucosamine phosphotransferase
4285					R1492	acyl-CoA oxidase (tetracosanoyl-CoA)
4286					R1866	long-chain alcohol dehydrogenase (C12)
4287	FAS181ACPm	fatty acyl ACP synthase n C181ACP mitochondrial				
4288	dca_t	decanoate transport in via uniport				
4289					R485	IPS phospholipase C
4290					R272	dihydrofolate reductase
4291					R1426	B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA)
4292					R524	leukotriene A4 hydrolase
4293	PYRt2m	pyruvate mitochondrial transport via proton symport				
4294	membrane_WOtag	membrane WOtag				
4295	TTDCAt	Tetradecanoate n C140 transport in via uniport				
4296					R2131	Ceramide-2 (Phytosphingosine:n-C24:0) transport
4297					R1294	pectin exchange
4298					R863	iron (II) transport
4299					R1513	2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)
4300	PAK_SC	phosphatidate kinase yeast specific				
4301					R235	cis-prenyltransferase step 19
4302	NNAMr	nicotinamidase reversible				
4303	LEUTAm	leucine transaminase mitochondrial				
4304					R849	folic acid transport
4305	FAO100p	fatty acid oxidation decanoyl CoA peroxisomal YL				
4306					R1892	glycinamide ribonucleotide transformylase
4307					R1168	hexadecenoate (n-C16:1) transport
4308	ADHAPR_SC	acyldihydroxyacetonephosphate reductase yeast specific				
4309					R507	L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase
4310					R1635	docosanoyl-CoA transport, lipid particle-cytoplasm
4311	FA120tp	fatty acid peroxisomal transport				
4312	G12MT2g	Glycolipid 1 2 alpha D mannosyltransferase Golgi apparatus				
4313					R1288	palmitate exchange
4314			y001582	2-methylpropanal transport		
4315	QULNtm	Quinolinate reversible mitochondrial transport				
4316					R1552	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-dodecadienoyl-CoA)
4317	HACD8p	3 hydroxyacyl CoA dehydrogenase 3 oxooctadecanoyl CoA peroxisomal				
4318					R1655	H+ transport, cytoplasm-vacuolar membrane
4319					R246	cystathionine gamma-synthase
4320					R829	ceramide-3 (Phytosphingosine:n-C26:0OH) transport
4321	GUAtm	guanine mitochondrial transport via diffusion				
4322	ECOAH11p	3 hydroxyacyl CoA dehydratase 3 hydroxyhexacosyl CoA peroxisomal				
4323					R1430	trans-2-enoyl-CoA reductase (n-C20:0CoA)
4324					R1328	squalene-2,3-epoxide transport
4325					R583	nucleoside diphosphatase
4326					R1670	stearate transport, mitochondrial membrane-cytoplasm
4327	RBFKm	riboflavin kinase mitochondrial				
4328			y000168	aldehyde dehydrogenase (2-methylbutanol, NADP)		
4329					R193	carnitine O-acetyltransferase
4330					R164	aspartate-semialdehyde dehydrogenase
4331					R864	isoamyl acetate transport
4332					R1751	PI 4-P phosphatase
4333	DHAD1m	dihydroxy acid dehydratase 2 3 dihydroxy 3 methylbutanoate mitochondrial				
4334					R700	riboflavin synthase
4335					R1365	xanthine transport
4336					R528	leukotriene A4 hydrolase
4337					R1682	episteryl palmitoleate transport, ER membrane-lipid particle
4338					R1774	diacylglycerol pyrophosphate phosphatase
4339					R468	IPS phospholipase C
4340					R2097	S-Adenosyl-L-methionine:catechol O-methyltransferase
4341			y000657	isobutyl acetate-hydrolyzing esterase		
4342					R92	acetyl-CoA synthetase nuclear
4343					R1424	B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA)
4344					R1239	M(IP)2C transport
4345					R708	ribonucleotide reductase
4346	GLXtp	glyoxylate transport peroxisomal				
4347					R2077	Succinyl-CoA transport
4348	CMPtm	CMP transport diffusion mitochondrial				
4349					R1185	IPC transport
4350					R1634	glycerol transport, lipid particle-cytoplasm
4351					R1472	fatty acyl-CoA transport via ABC system (C16:0)
4352	exlip	extracelular lipases TAG				
4353					R1441	butyrate (n-C4:0) transport
4354					R365	glycine-cleavage system (lipoamide)
4355					R1549	delta3,delta2-enoyl-CoA isomerase (cis-dodec-3-enoyl-CoA)
4356					R1950	dihydrofolate:NADP+ oxidoreductase
4357					R145	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)
4358	DHQTi	3 dehydroquinate dehydratase irreversible				
4359	DCCOAL10	Dicarboxylic-acid--CoA ligase (decandioate)				
4360					R551	methylenetetrahydrofolate dehydrogenase (NADP)
4361					R622	peroxisomal acyl-CoA thioesterase
4362	4HPRO_LTtm	trans 4 hydroxy L proline mitochondrial transport via diffusion				
4363	LRO1_ps	LRO1 ps				
4364					R2184	1,4-alpha-D-Glucan glucohydrolase
4365					R2052	phosphatidyl-L-serine transport
4366	PIN3K_SC	1 phosphatidylinositol 3 kinase yeast specific				
4367					R869	L-asparagine transport
4368					R1394	B-ketoacyl-ACP synthase (acetoacetyl-ACP)
4369					R449	IPS phospholipase C
4370					R2244	S_Adenosyl_L_methionine transport
4371					R1799	phosphatidylethanolamine transport, Golgi membrane-ER membrane
4372	FAS120	fatty acid synthase n C120				
4373					R1131	formate transport
4374					R1216	L-homoserine transport
4375					R23	2-keto-4-methylthiobutyrate transamination
4376					R169	ATP adenylyltransferase
4377			y000109	acetyl-CoA carboxylase, reaction		
4378	MFAPS_SC	methylene fatty acyl phospholipid synthase yeast specific				
4379					R1532	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)
4380					R1920	dATP:cytidine 5'-phosphotransferase
4381					R2153	mannosylinositol phosphorylceramide B (C24)_C54H106NO17P transport
4382	ALDD2ym	aldehyde dehydrogenase acetylaldehyde NADP mitochondrial				
4383					R1046	citrate/isocitrate antiport
4384					R1693	zymosteryl oleate transport, ER membrane-cell envelope
4385					R1721	cardiolipin synthase
4386	ASPCTn	aspartate carbamoyltransferase nuclear				
4387	FAS260	fatty acid synthase n C260				
4388					R721	serine O-acetyltransferase
4389	HDCFAO	hexadecanol oxidase				
4390					R1581	oleoyl-CoA transport, cytoplasm-ER membrane
4391					R1811	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate transport, cell envelope-ER membrane
4392					R1904	nucleotidase (NMN)
4393					R481	IPS phospholipase C
4394	MGL	MGL				
4395					R350	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase
4396					R421	inosine monophosphate cyclohydrolase
4397					R607	ornithine carbamoyltransferase
4398	ECOAH6p	3 hydroxyacyl CoA dehydratase 3 hydroxytetradecanoyl CoA peroxisomal				
